,series,contestant,episode,var,value
1040,12,Alan Davies,4,score_win,21.0
1041,12,Alan Davies,5,score,14.0
1042,12,Alan Davies,5,win,0.0
1043,12,Alan Davies,6,score,14.0
1044,12,Alan Davies,6,win,0.0
1045,12,Alan Davies,7,score,16.0
1046,12,Alan Davies,7,win,0.0
1047,12,Alan Davies,8,score,21.0
1048,12,Alan Davies,8,win,1.0
1049,12,Alan Davies,8,score_win,21.0
1050,12,Alan Davies,9,score,11.0
1051,12,Alan Davies,9,win,0.0
1052,12,Alan Davies,10,score,19.0
1053,12,Alan Davies,10,win,0.0
1054,12,Desiree Burch,1,score,16.0
1055,12,Desiree Burch,1,win,0.0
1056,12,Desiree Burch,2,score,16.0
1057,12,Desiree Burch,2,win,0.0
1058,12,Desiree Burch,3,score,21.0
1059,12,Desiree Burch,3,win,1.0
1060,12,Desiree Burch,3,score_win,21.0
1061,12,Desiree Burch,4,score,15.0
1062,12,Desiree Burch,4,win,0.0
1063,12,Desiree Burch,5,score,8.0
1064,12,Desiree Burch,5,win,0.0
1065,12,Desiree Burch,6,score,17.0
1066,12,Desiree Burch,6,win,0.0
1067,12,Desiree Burch,7,score,17.0
1068,12,Desiree Burch,7,win,0.0
1069,12,Desiree Burch,8,score,9.0
1070,12,Desiree Burch,8,win,0.0
1071,12,Desiree Burch,9,score,21.0
1072,12,Desiree Burch,9,win,1.0
1073,12,Desiree Burch,9,score_win,21.0
1074,12,Desiree Burch,10,score,21.0
1075,12,Desiree Burch,10,win,0.0
1076,12,Guz Khan,1,score,14.0
1077,12,Guz Khan,1,win,0.0
1078,12,Guz Khan,2,score,20.0
1079,12,Guz Khan,2,win,1.0
1080,12,Guz Khan,2,score_win,20.0
1081,12,Guz Khan,3,score,14.0
1082,12,Guz Khan,3,win,0.0
1083,12,Guz Khan,4,score,14.0
1084,12,Guz Khan,4,win,0.0
1085,12,Guz Khan,5,score,21.0
1086,12,Guz Khan,5,win,1.0
1087,12,Guz Khan,5,score_win,21.0
1088,12,Guz Khan,6,score,19.0
1089,12,Guz Khan,6,win,1.0
1090,12,Guz Khan,6,score_win,19.0
1091,12,Guz Khan,7,score,8.0
1092,12,Guz Khan,7,win,0.0
1093,12,Guz Khan,8,score,21.0
1094,12,Guz Khan,8,win,1.0
1095,12,Guz Khan,8,score_win,21.0
1096,12,Guz Khan,9,score,14.0
1097,12,Guz Khan,9,win,0.0
1098,12,Guz Khan,10,score,22.0
1099,12,Guz Khan,10,win,1.0
1100,12,Guz Khan,10,score_win,22.0
1101,12,Morgana Robinson,1,score,17.0
1102,12,Morgana Robinson,1,win,1.0
1103,12,Morgana Robinson,1,score_win,17.0
1104,12,Morgana Robinson,2,score,17.0
1105,12,Morgana Robinson,2,win,0.0
1106,12,Morgana Robinson,3,score,18.0
1107,12,Morgana Robinson,3,win,0.0
1108,12,Morgana Robinson,4,score,13.0
1109,12,Morgana Robinson,4,win,0.0
1110,12,Morgana Robinson,5,score,17.0
1111,12,Morgana Robinson,5,win,0.0
1112,12,Morgana Robinson,6,score,17.0
1113,12,Morgana Robinson,6,win,0.0
1114,12,Morgana Robinson,7,score,14.0
1115,12,Morgana Robinson,7,win,0.0
1116,12,Morgana Robinson,8,score,19.0
1117,12,Morgana Robinson,8,win,0.0
1118,12,Morgana Robinson,9,score,18.0
1119,12,Morgana Robinson,9,win,0.0
1120,12,Morgana Robinson,10,score,18.0
1121,12,Morgana Robinson,10,win,0.0
1122,12,Victoria Coren Mitchell,1,score,12.0
1123,12,Victoria Coren Mitchell,1,win,0.0
1124,12,Victoria Coren Mitchell,2,score,13.0
1125,12,Victoria Coren Mitchell,2,win,0.0
1126,12,Victoria Coren Mitchell,3,score,13.0
1127,12,Victoria Coren Mitchell,3,win,0.0
1128,12,Victoria Coren Mitchell,4,score,16.0
1129,12,Victoria Coren Mitchell,4,win,0.0
1130,12,Victoria Coren Mitchell,5,score,10.0
1131,12,Victoria Coren Mitchell,5,win,0.0
1132,12,Victoria Coren Mitchell,6,score,9.0
1133,12,Victoria Coren Mitchell,6,win,0.0
1134,12,Victoria Coren Mitchell,7,score,18.0
1135,12,Victoria Coren Mitchell,7,win,1.0
1136,12,Victoria Coren Mitchell,7,score_win,18.0
1137,12,Victoria Coren Mitchell,8,score,9.0
1138,12,Victoria Coren Mitchell,8,win,0.0
1139,12,Victoria Coren Mitchell,9,score,8.0
1140,12,Victoria Coren Mitchell,9,win,0.0
1141,12,Victoria Coren Mitchell,10,score,13.0
1142,12,Victoria Coren Mitchell,10,win,0.0
1143,13,Ardal O'Hanlon,1,score,10.0
1144,13,Ardal O'Hanlon,1,win,0.0
1145,13,Ardal O'Hanlon,2,score,15.0
1146,13,Ardal O'Hanlon,2,win,0.0
1147,13,Ardal O'Hanlon,3,score,11.0
1148,13,Ardal O'Hanlon,3,win,0.0
1149,13,Ardal O'Hanlon,4,score,17.0
1150,13,Ardal O'Hanlon,4,win,1.0
1151,13,Ardal O'Hanlon,4,score_win,17.0
1152,13,Ardal O'Hanlon,5,score,21.0
1153,13,Ardal O'Hanlon,5,win,1.0
1154,13,Ardal O'Hanlon,5,score_win,21.0
1155,13,Ardal O'Hanlon,6,score,12.0
1156,13,Ardal O'Hanlon,6,win,0.0
1157,13,Ardal O'Hanlon,7,score,20.0
1158,13,Ardal O'Hanlon,7,win,0.0
1159,13,Ardal O'Hanlon,8,score,18.0
1160,13,Ardal O'Hanlon,8,win,0.0
1161,13,Ardal O'Hanlon,9,score,14.0
1162,13,Ardal O'Hanlon,9,win,0.0
1163,13,Ardal O'Hanlon,10,score,15.0
1164,13,Ardal O'Hanlon,10,win,0.0
1165,13,Bridget Christie,1,score,16.0
1166,13,Bridget Christie,1,win,0.0
1167,13,Bridget Christie,2,score,16.0
1168,13,Bridget Christie,2,win,0.0
1169,13,Bridget Christie,3,score,25.0
1170,13,Bridget Christie,3,win,1.0
1171,13,Bridget Christie,3,score_win,25.0
1172,13,Bridget Christie,4,score,16.0
1173,13,Bridget Christie,4,win,0.0
1174,13,Bridget Christie,5,score,11.0
1175,13,Bridget Christie,5,win,0.0
1176,13,Bridget Christie,6,score,9.0
1177,13,Bridget Christie,6,win,0.0
1178,13,Bridget Christie,7,score,19.0
1179,13,Bridget Christie,7,win,0.0
1180,13,Bridget Christie,8,score,20.0
1181,13,Bridget Christie,8,win,1.0
1182,13,Bridget Christie,8,score_win,20.0
1183,13,Bridget Christie,9,score,7.0
1184,13,Bridget Christie,9,win,0.0
1185,13,Bridget Christie,10,score,18.0
1186,13,Bridget Christie,10,win,0.0
1187,13,Chris Ramsey,1,score,23.0
1188,13,Chris Ramsey,1,win,1.0
1189,13,Chris Ramsey,1,score_win,23.0
1190,13,Chris Ramsey,2,score,18.0
1191,13,Chris Ramsey,2,win,1.0
1192,13,Chris Ramsey,2,score_win,18.0
1193,13,Chris Ramsey,3,score,13.0
1194,13,Chris Ramsey,3,win,0.0
1195,13,Chris Ramsey,4,score,17.0
1196,13,Chris Ramsey,4,win,1.0
1197,13,Chris Ramsey,4,score_win,17.0
1198,13,Chris Ramsey,5,score,11.0
1199,13,Chris Ramsey,5,win,0.0
1200,13,Chris Ramsey,6,score,15.0
1201,13,Chris Ramsey,6,win,1.0
1202,13,Chris Ramsey,6,score_win,15.0
1203,13,Chris Ramsey,7,score,19.0
1204,13,Chris Ramsey,7,win,0.0
1205,13,Chris Ramsey,8,score,14.0
1206,13,Chris Ramsey,8,win,0.0
1207,13,Chris Ramsey,9,score,19.0
1208,13,Chris Ramsey,9,win,1.0
1209,13,Chris Ramsey,9,score_win,19.0
1210,13,Chris Ramsey,10,score,21.0
1211,13,Chris Ramsey,10,win,0.0
1212,13,Judi Love,1,score,10.0
1213,13,Judi Love,1,win,0.0
1214,13,Judi Love,2,score,14.0
1215,13,Judi Love,2,win,0.0
1216,13,Judi Love,3,score,16.0
1217,13,Judi Love,3,win,0.0
1218,13,Judi Love,4,score,16.0
1219,13,Judi Love,4,win,0.0
1220,13,Judi Love,5,score,11.0
1221,13,Judi Love,5,win,0.0
1222,13,Judi Love,6,score,11.0
1223,13,Judi Love,6,win,0.0
1224,13,Judi Love,7,score,24.0
1225,13,Judi Love,7,win,0.0
1226,13,Judi Love,8,score,10.0
1227,13,Judi Love,8,win,0.0
1228,13,Judi Love,9,score,17.0
1229,13,Judi Love,9,win,0.0
1230,13,Judi Love,10,score,13.0
1231,13,Judi Love,10,win,0.0
1232,13,Sophie Duker,1,score,18.0
1233,13,Sophie Duker,1,win,0.0
1234,13,Sophie Duker,2,score,13.0
1235,13,Sophie Duker,2,win,0.0
1236,13,Sophie Duker,3,score,16.0
1237,13,Sophie Duker,3,win,0.0
1238,13,Sophie Duker,4,score,16.0
1239,13,Sophie Duker,4,win,0.0
1240,13,Sophie Duker,5,score,13.0
1241,13,Sophie Duker,5,win,0.0
1242,13,Sophie Duker,6,score,15.0
1243,13,Sophie Duker,6,win,1.0
1244,13,Sophie Duker,6,score_win,15.0
1245,13,Sophie Duker,7,score,28.0
1246,13,Sophie Duker,7,win,1.0
1247,13,Sophie Duker,7,score_win,28.0
1248,13,Sophie Duker,8,score,19.0
1249,13,Sophie Duker,8,win,0.0
1250,13,Sophie Duker,9,score,13.0
1251,13,Sophie Duker,9,win,0.0
1252,13,Sophie Duker,10,score,22.0
1253,13,Sophie Duker,10,win,1.0
1254,13,Sophie Duker,10,score_win,22.0
1255,14,Dara Ó Briain,1,score,17.0
1256,14,Dara Ó Briain,1,win,0.0
1257,14,Dara Ó Briain,2,score,30.0
1258,14,Dara Ó Briain,2,win,1.0
1259,14,Dara Ó Briain,2,score_win,30.0
1260,14,Dara Ó Briain,3,score,17.0
1261,14,Dara Ó Briain,3,win,0.0
1262,14,Dara Ó Briain,4,score,19.0
1263,14,Dara Ó Briain,4,win,0.0
1264,14,Dara Ó Briain,5,score,19.0
1265,14,Dara Ó Briain,5,win,0.0
1266,14,Dara Ó Briain,6,score,10.0
1267,14,Dara Ó Briain,6,win,0.0
1268,14,Dara Ó Briain,7,score,21.0
1269,14,Dara Ó Briain,7,win,1.0
1270,14,Dara Ó Briain,7,score_win,21.0
1271,14,Dara Ó Briain,8,score,9.0
1272,14,Dara Ó Briain,8,win,0.0
1273,14,Dara Ó Briain,9,score,22.0
1274,14,Dara Ó Briain,9,win,0.0
1275,14,Dara Ó Briain,10,score,20.0
1276,14,Dara Ó Briain,10,win,1.0
1277,14,Dara Ó Briain,10,score_win,20.0
1278,14,Fern Brady,1,score,17.0
1279,14,Fern Brady,1,win,0.0
1280,14,Fern Brady,2,score,14.0
1281,14,Fern Brady,2,win,0.0
1282,14,Fern Brady,3,score,14.0
1283,14,Fern Brady,3,win,0.0
1284,14,Fern Brady,4,score,15.0
1285,14,Fern Brady,4,win,0.0
1286,14,Fern Brady,5,score,19.0
1287,14,Fern Brady,5,win,0.0
1288,14,Fern Brady,6,score,6.0
1289,14,Fern Brady,6,win,0.0
1290,14,Fern Brady,7,score,16.0
1291,14,Fern Brady,7,win,0.0
1292,14,Fern Brady,8,score,12.0
1293,14,Fern Brady,8,win,0.0
1294,14,Fern Brady,9,score,23.0
1295,14,Fern Brady,9,win,1.0
1296,14,Fern Brady,9,score_win,23.0
1297,14,Fern Brady,10,score,8.0
1298,14,Fern Brady,10,win,0.0
1299,14,John Kearns,1,score,11.0
1300,14,John Kearns,1,win,0.0
1301,14,John Kearns,2,score,10.0
1302,14,John Kearns,2,win,0.0
1303,14,John Kearns,3,score,20.0
1304,14,John Kearns,3,win,1.0
1305,14,John Kearns,3,score_win,20.0
1306,14,John Kearns,4,score,12.0
1307,14,John Kearns,4,win,0.0
1308,14,John Kearns,5,score,23.0
1309,14,John Kearns,5,win,1.0
1310,14,John Kearns,5,score_win,23.0
1311,14,John Kearns,6,score,13.0
1312,14,John Kearns,6,win,0.0
1313,14,John Kearns,7,score,18.0
1314,14,John Kearns,7,win,0.0
1315,14,John Kearns,8,score,6.0
1316,14,John Kearns,8,win,0.0
1317,14,John Kearns,9,score,19.0
1318,14,John Kearns,9,win,0.0
1319,14,John Kearns,10,score,12.0
1320,14,John Kearns,10,win,0.0
1321,14,Munya Chawawa,1,score,14.0
1322,14,Munya Chawawa,1,win,0.0
1323,14,Munya Chawawa,2,score,21.0
1324,14,Munya Chawawa,2,win,0.0
1325,14,Munya Chawawa,3,score,11.0
1326,14,Munya Chawawa,3,win,0.0
1327,14,Munya Chawawa,4,score,9.0
1328,14,Munya Chawawa,4,win,0.0
1329,14,Munya Chawawa,5,score,20.0
1330,14,Munya Chawawa,5,win,0.0
1331,14,Munya Chawawa,6,score,14.0
1332,14,Munya Chawawa,6,win,0.0
1333,14,Munya Chawawa,7,score,8.0
1334,14,Munya Chawawa,7,win,0.0
1335,14,Munya Chawawa,8,score,21.0
1336,14,Munya Chawawa,8,win,1.0
1337,14,Munya Chawawa,8,score_win,21.0
1338,14,Munya Chawawa,9,score,16.0
1339,14,Munya Chawawa,9,win,0.0
1340,14,Munya Chawawa,10,score,16.0
1341,14,Munya Chawawa,10,win,0.0
1342,14,Sarah Millican,1,score,18.0
1343,14,Sarah Millican,1,win,1.0
1344,14,Sarah Millican,1,score_win,18.0
1345,14,Sarah Millican,2,score,16.0
1346,14,Sarah Millican,2,win,0.0
1347,14,Sarah Millican,3,score,17.0
1348,14,Sarah Millican,3,win,0.0
1349,14,Sarah Millican,4,score,22.0
1350,14,Sarah Millican,4,win,1.0
1351,14,Sarah Millican,4,score_win,22.0
1352,14,Sarah Millican,5,score,17.0
1353,14,Sarah Millican,5,win,0.0
1354,14,Sarah Millican,6,score,19.0
1355,14,Sarah Millican,6,win,1.0
1356,14,Sarah Millican,6,score_win,19.0
1357,14,Sarah Millican,7,score,15.0
1358,14,Sarah Millican,7,win,0.0
1359,14,Sarah Millican,8,score,17.0
1360,14,Sarah Millican,8,win,0.0
1361,14,Sarah Millican,9,score,18.0
1362,14,Sarah Millican,9,win,0.0
1363,14,Sarah Millican,10,score,15.0
1364,14,Sarah Millican,10,win,0.0
