State,date,DelinqRate
California,2011-07-01,2.7
California,2011-08-01,2.7
California,2011-09-01,2.7
California,2011-10-01,2.7
California,2011-11-01,2.6
California,2011-12-01,2.7
California,2012-01-01,2.9
California,2012-02-01,2.6
California,2012-03-01,2.6
California,2012-04-01,2.5
California,2012-05-01,2.5
California,2012-06-01,2.5
California,2012-07-01,2.6
California,2012-08-01,2.6
California,2012-09-01,2.6
California,2012-10-01,2.7
California,2012-11-01,2.6
California,2012-12-01,2.6
California,2013-01-01,2.6
California,2013-02-01,2.4
California,2013-03-01,2.3
California,2013-04-01,2.1
California,2013-05-01,2.0
California,2013-06-01,2.0
California,2013-07-01,2.0
California,2013-08-01,2.0
California,2013-09-01,1.8
California,2013-10-01,1.9
California,2013-11-01,1.8
California,2013-12-01,2.0
California,2014-01-01,2.0
California,2014-02-01,1.6
California,2014-03-01,1.8
California,2014-04-01,1.5
California,2014-05-01,1.7
California,2014-06-01,1.4
California,2014-07-01,1.6
California,2014-08-01,1.8
California,2014-09-01,1.6
California,2014-10-01,1.6
California,2014-11-01,1.6
California,2014-12-01,1.7
California,2015-01-01,1.8
California,2015-02-01,1.5
California,2015-03-01,1.5
California,2015-04-01,1.4
California,2015-05-01,1.5
California,2015-06-01,1.4
California,2015-07-01,1.5
California,2015-08-01,1.6
California,2015-09-01,1.5
California,2015-10-01,1.6
California,2015-11-01,1.4
California,2015-12-01,1.5
California,2016-01-01,1.7
California,2016-02-01,1.5
California,2016-03-01,1.3
California,2016-04-01,1.3
California,2016-05-01,1.4
California,2016-06-01,1.3
California,2016-07-01,1.4
California,2016-08-01,1.4
California,2016-09-01,1.3
California,2016-10-01,1.4
California,2016-11-01,1.4
California,2016-12-01,1.4
California,2017-01-01,1.5
California,2017-02-01,1.3
California,2017-03-01,1.3
California,2017-04-01,1.2
California,2017-05-01,1.2
California,2017-06-01,1.2
California,2017-07-01,1.3
California,2017-08-01,1.4
California,2017-09-01,1.3
California,2017-10-01,1.3
California,2017-11-01,1.3
California,2017-12-01,1.3
California,2018-01-01,1.4
California,2018-02-01,1.2
California,2018-03-01,1.1
California,2018-04-01,1.1
California,2018-05-01,1.1
California,2018-06-01,1.1
California,2018-07-01,1.2
California,2018-08-01,1.3
California,2018-09-01,1.3
California,2018-10-01,1.2
California,2018-11-01,1.2
California,2018-12-01,1.2
California,2019-01-01,1.3
California,2019-02-01,1.1
California,2019-03-01,1.1
California,2019-04-01,1.0
California,2019-05-01,1.1
California,2019-06-01,1.0
California,2019-07-01,1.2
California,2019-08-01,1.3
California,2019-09-01,1.2
Colorado,2010-01-01,2.8
Colorado,2010-02-01,2.7
Colorado,2010-03-01,2.5
Colorado,2010-04-01,2.5
Colorado,2010-05-01,2.6
Colorado,2010-06-01,2.6
Colorado,2010-07-01,2.6
Colorado,2010-08-01,2.7
Colorado,2010-09-01,2.8
Colorado,2010-10-01,2.7
Colorado,2010-11-01,2.5
Colorado,2010-12-01,2.7
Colorado,2011-01-01,2.6
Colorado,2011-02-01,2.5
Colorado,2011-03-01,2.3
Colorado,2011-04-01,2.2
Colorado,2011-05-01,2.3
Colorado,2011-06-01,2.3
Colorado,2011-07-01,2.4
Colorado,2011-08-01,2.5
Colorado,2011-09-01,2.3
Colorado,2011-10-01,2.3
Colorado,2011-11-01,2.3
Colorado,2011-12-01,2.3
Colorado,2012-01-01,2.4
Colorado,2012-02-01,2.3
Colorado,2012-03-01,2.2
Colorado,2012-04-01,2.1
Colorado,2012-05-01,2.2
Colorado,2012-06-01,2.2
Colorado,2012-07-01,2.3
Colorado,2012-08-01,2.3
Colorado,2012-09-01,2.2
Colorado,2012-10-01,2.3
Colorado,2012-11-01,2.1
Colorado,2012-12-01,2.2
Colorado,2013-01-01,2.2
Colorado,2013-02-01,2.0
Colorado,2013-03-01,2.0
Colorado,2013-04-01,1.7
Colorado,2013-05-01,1.7
Colorado,2013-06-01,1.8
Colorado,2013-07-01,1.9
Colorado,2013-08-01,1.8
Colorado,2013-09-01,1.6
Colorado,2013-10-01,1.6
Colorado,2013-11-01,1.5
Colorado,2013-12-01,1.8
Colorado,2014-01-01,1.8
Colorado,2014-02-01,1.4
Colorado,2014-03-01,1.6
Colorado,2014-04-01,1.3
Colorado,2014-05-01,1.5
Colorado,2014-06-01,1.4
Colorado,2014-07-01,1.5
Colorado,2014-08-01,1.6
Colorado,2014-09-01,1.4
Colorado,2014-10-01,1.5
Colorado,2014-11-01,1.4
Colorado,2014-12-01,1.5
Colorado,2015-01-01,1.5
Colorado,2015-02-01,1.2
Colorado,2015-03-01,1.2
Colorado,2015-04-01,1.1
Colorado,2015-05-01,1.3
Colorado,2015-06-01,1.2
Colorado,2015-07-01,1.4
Colorado,2015-08-01,1.4
Colorado,2015-09-01,1.3
Colorado,2015-10-01,1.4
Colorado,2015-11-01,1.3
Colorado,2015-12-01,1.4
Colorado,2016-01-01,1.5
Colorado,2016-02-01,1.3
Colorado,2016-03-01,1.2
Colorado,2016-04-01,1.1
Colorado,2016-05-01,1.1
Colorado,2016-06-01,1.2
Colorado,2016-07-01,1.3
Colorado,2016-08-01,1.3
Colorado,2016-09-01,1.3
Colorado,2016-10-01,1.3
Colorado,2016-11-01,1.2
Colorado,2016-12-01,1.3
Colorado,2017-01-01,1.4
Colorado,2017-02-01,1.3
Colorado,2017-03-01,1.2
Colorado,2017-04-01,1.1
Colorado,2017-05-01,1.2
Colorado,2017-06-01,1.2
Colorado,2017-07-01,1.2
Colorado,2017-08-01,1.3
Colorado,2017-09-01,1.1
Colorado,2017-10-01,1.2
Colorado,2017-11-01,1.2
Colorado,2017-12-01,1.3
Colorado,2018-01-01,1.4
Colorado,2018-02-01,1.2
Colorado,2018-03-01,1.1
Colorado,2018-04-01,1.0
Colorado,2018-05-01,1.1
Colorado,2018-06-01,1.1
Colorado,2018-07-01,1.1
Colorado,2018-08-01,1.2
Colorado,2018-09-01,1.1
Colorado,2018-10-01,1.1
Colorado,2018-11-01,1.1
Colorado,2018-12-01,1.2
Colorado,2019-01-01,1.3
Colorado,2019-02-01,1.1
Colorado,2019-03-01,1.1
Colorado,2019-04-01,0.9
Colorado,2019-05-01,1.0
Colorado,2019-06-01,1.1
Colorado,2019-07-01,1.1
Colorado,2019-08-01,1.2
Colorado,2019-09-01,1.1
Connecticut,2010-01-01,3.6
Connecticut,2010-02-01,3.4
Connecticut,2010-03-01,3.1
Connecticut,2010-04-01,3.0
Connecticut,2010-05-01,3.1
Connecticut,2010-06-01,3.1
Connecticut,2010-07-01,3.3
Connecticut,2010-08-01,3.3
Connecticut,2010-09-01,3.2
Connecticut,2010-10-01,3.4
Connecticut,2010-11-01,3.4
Connecticut,2010-12-01,3.5
Connecticut,2011-01-01,3.4
Connecticut,2011-02-01,3.2
Connecticut,2011-03-01,3.0
Connecticut,2011-04-01,2.8
Connecticut,2011-05-01,2.9
Connecticut,2011-06-01,2.9
Connecticut,2011-07-01,3.2
Connecticut,2011-08-01,3.4
Connecticut,2011-09-01,3.3
Connecticut,2011-10-01,3.4
Connecticut,2011-11-01,3.2
Connecticut,2011-12-01,3.4
Connecticut,2012-01-01,3.7
Connecticut,2012-02-01,3.3
Connecticut,2012-03-01,3.2
Connecticut,2012-04-01,3.0
Connecticut,2012-05-01,3.1
Connecticut,2012-06-01,3.1
Connecticut,2012-07-01,3.2
Connecticut,2012-08-01,3.2
Connecticut,2012-09-01,3.2
Connecticut,2012-10-01,3.2
Connecticut,2012-11-01,2.8
Connecticut,2012-12-01,3.1
Connecticut,2013-01-01,3.1
Connecticut,2013-02-01,2.9
Connecticut,2013-03-01,3.0
Connecticut,2013-04-01,2.8
Connecticut,2013-05-01,2.8
Connecticut,2013-06-01,2.7
Connecticut,2013-07-01,2.7
Connecticut,2013-08-01,2.8
Connecticut,2013-09-01,2.5
Connecticut,2013-10-01,2.8
Connecticut,2013-11-01,2.6
Connecticut,2013-12-01,3.0
Connecticut,2014-01-01,2.9
Connecticut,2014-02-01,2.3
Connecticut,2014-03-01,2.5
Connecticut,2014-04-01,2.2
Connecticut,2014-05-01,2.5
Connecticut,2014-06-01,2.2
Connecticut,2014-07-01,2.6
Connecticut,2014-08-01,2.7
Connecticut,2014-09-01,2.5
Connecticut,2014-10-01,2.6
Connecticut,2014-11-01,2.6
Connecticut,2014-12-01,2.7
Connecticut,2015-01-01,2.9
Connecticut,2015-02-01,2.6
Connecticut,2015-03-01,2.3
Connecticut,2015-04-01,2.3
Connecticut,2015-05-01,2.2
Connecticut,2015-06-01,2.2
Connecticut,2015-07-01,2.2
Connecticut,2015-08-01,2.5
Connecticut,2015-09-01,2.4
Connecticut,2015-10-01,2.6
Connecticut,2015-11-01,2.5
Connecticut,2015-12-01,2.6
Connecticut,2016-01-01,2.8
Connecticut,2016-02-01,2.3
Connecticut,2016-03-01,2.2
Connecticut,2016-04-01,2.0
Connecticut,2016-05-01,2.2
Connecticut,2016-06-01,2.1
Connecticut,2016-07-01,2.4
Connecticut,2016-08-01,2.4
Connecticut,2016-09-01,2.3
Connecticut,2016-10-01,2.5
Connecticut,2016-11-01,2.4
Connecticut,2016-12-01,2.5
Connecticut,2017-01-01,2.6
Connecticut,2017-02-01,2.3
Connecticut,2017-03-01,2.3
Connecticut,2017-04-01,2.2
Connecticut,2017-05-01,2.2
Connecticut,2017-06-01,2.0
Connecticut,2017-07-01,2.3
Connecticut,2017-08-01,2.5
Connecticut,2017-09-01,2.3
Connecticut,2017-10-01,2.3
Connecticut,2017-11-01,2.3
Connecticut,2017-12-01,2.4
Connecticut,2018-01-01,2.8
Connecticut,2018-02-01,2.3
Connecticut,2018-03-01,2.1
Connecticut,2018-04-01,2.1
Connecticut,2018-05-01,2.1
Connecticut,2018-06-01,2.1
Connecticut,2018-07-01,2.2
Connecticut,2018-08-01,2.4
Connecticut,2018-09-01,2.2
Connecticut,2018-10-01,2.3
Connecticut,2018-11-01,2.2
Connecticut,2018-12-01,2.5
Connecticut,2019-01-01,2.6
Connecticut,2019-02-01,2.2
Connecticut,2019-03-01,2.1
Connecticut,2019-04-01,1.8
Connecticut,2019-05-01,2.1
Connecticut,2019-06-01,1.9
Connecticut,2019-07-01,2.3
Connecticut,2019-08-01,2.4
Connecticut,2019-09-01,2.2
Delaware,2010-01-01,4.2
Delaware,2010-02-01,4.2
