State,date,DelinqRate
Delaware,2014-10-01,2.8
Delaware,2014-11-01,2.7
Delaware,2014-12-01,2.6
Delaware,2015-01-01,3.1
Delaware,2015-02-01,2.4
Delaware,2015-03-01,2.3
Delaware,2015-04-01,2.2
Delaware,2015-05-01,2.5
Delaware,2015-06-01,2.2
Delaware,2015-07-01,2.3
Delaware,2015-08-01,2.5
Delaware,2015-09-01,2.7
Delaware,2015-10-01,2.8
Delaware,2015-11-01,2.5
Delaware,2015-12-01,2.9
Delaware,2016-01-01,3.1
Delaware,2016-02-01,2.7
Delaware,2016-03-01,2.4
Delaware,2016-04-01,2.2
Delaware,2016-05-01,2.3
Delaware,2016-06-01,2.5
Delaware,2016-07-01,2.5
Delaware,2016-08-01,2.4
Delaware,2016-09-01,2.7
Delaware,2016-10-01,2.5
Delaware,2016-11-01,2.6
Delaware,2016-12-01,2.6
Delaware,2017-01-01,2.7
Delaware,2017-02-01,2.3
Delaware,2017-03-01,2.2
Delaware,2017-04-01,2.1
Delaware,2017-05-01,2.1
Delaware,2017-06-01,2.1
Delaware,2017-07-01,2.6
Delaware,2017-08-01,2.7
Delaware,2017-09-01,2.4
Delaware,2017-10-01,2.4
Delaware,2017-11-01,2.5
Delaware,2017-12-01,2.5
Delaware,2018-01-01,2.7
Delaware,2018-02-01,2.3
Delaware,2018-03-01,2.3
Delaware,2018-04-01,2.0
Delaware,2018-05-01,2.1
Delaware,2018-06-01,2.3
Delaware,2018-07-01,2.3
Delaware,2018-08-01,2.5
Delaware,2018-09-01,2.4
Delaware,2018-10-01,2.3
Delaware,2018-11-01,2.4
Delaware,2018-12-01,2.7
Delaware,2019-01-01,2.8
Delaware,2019-02-01,2.4
Delaware,2019-03-01,1.9
Delaware,2019-04-01,1.8
Delaware,2019-05-01,1.8
Delaware,2019-06-01,2.0
Delaware,2019-07-01,2.4
Delaware,2019-08-01,2.4
Delaware,2019-09-01,2.1
District of Columbia,2010-01-01,3.4
District of Columbia,2010-02-01,3.3
District of Columbia,2010-03-01,3.0
District of Columbia,2010-04-01,2.6
District of Columbia,2010-05-01,2.6
District of Columbia,2010-06-01,3.0
District of Columbia,2010-07-01,3.2
District of Columbia,2010-08-01,3.0
District of Columbia,2010-09-01,3.2
District of Columbia,2010-10-01,3.3
District of Columbia,2010-11-01,3.0
District of Columbia,2010-12-01,3.2
District of Columbia,2011-01-01,3.2
District of Columbia,2011-02-01,3.2
District of Columbia,2011-03-01,3.2
District of Columbia,2011-04-01,3.1
District of Columbia,2011-05-01,3.1
District of Columbia,2011-06-01,3.0
District of Columbia,2011-07-01,3.0
District of Columbia,2011-08-01,2.8
District of Columbia,2011-09-01,2.6
District of Columbia,2011-10-01,3.1
District of Columbia,2011-11-01,3.1
District of Columbia,2011-12-01,3.0
District of Columbia,2012-01-01,3.0
District of Columbia,2012-02-01,2.9
District of Columbia,2012-03-01,2.7
District of Columbia,2012-04-01,2.6
District of Columbia,2012-05-01,2.8
District of Columbia,2012-06-01,3.1
District of Columbia,2012-07-01,2.8
District of Columbia,2012-08-01,3.0
District of Columbia,2012-09-01,2.7
District of Columbia,2012-10-01,2.5
District of Columbia,2012-11-01,2.3
District of Columbia,2012-12-01,2.5
District of Columbia,2013-01-01,2.9
District of Columbia,2013-02-01,2.6
District of Columbia,2013-03-01,2.7
District of Columbia,2013-04-01,2.5
District of Columbia,2013-05-01,2.6
District of Columbia,2013-06-01,2.6
District of Columbia,2013-07-01,2.5
District of Columbia,2013-08-01,2.4
District of Columbia,2013-09-01,2.2
District of Columbia,2013-10-01,2.2
District of Columbia,2013-11-01,2.0
District of Columbia,2013-12-01,2.3
District of Columbia,2014-01-01,2.2
District of Columbia,2014-02-01,1.9
District of Columbia,2014-03-01,2.0
District of Columbia,2014-04-01,1.6
District of Columbia,2014-05-01,1.7
District of Columbia,2014-06-01,1.6
District of Columbia,2014-07-01,1.9
District of Columbia,2014-08-01,2.1
District of Columbia,2014-09-01,1.7
District of Columbia,2014-10-01,1.9
District of Columbia,2014-11-01,2.0
District of Columbia,2014-12-01,2.1
District of Columbia,2015-01-01,2.0
District of Columbia,2015-02-01,1.7
District of Columbia,2015-03-01,1.8
District of Columbia,2015-04-01,1.7
District of Columbia,2015-05-01,1.5
District of Columbia,2015-06-01,1.5
District of Columbia,2015-07-01,1.8
District of Columbia,2015-08-01,2.0
District of Columbia,2015-09-01,1.6
District of Columbia,2015-10-01,1.8
District of Columbia,2015-11-01,1.9
District of Columbia,2015-12-01,2.0
District of Columbia,2016-01-01,1.8
District of Columbia,2016-02-01,1.6
District of Columbia,2016-03-01,1.3
District of Columbia,2016-04-01,1.0
District of Columbia,2016-05-01,1.2
District of Columbia,2016-06-01,1.3
District of Columbia,2016-07-01,1.8
District of Columbia,2016-08-01,1.7
District of Columbia,2016-09-01,1.6
District of Columbia,2016-10-01,1.4
District of Columbia,2016-11-01,1.5
District of Columbia,2016-12-01,1.3
District of Columbia,2017-01-01,1.6
District of Columbia,2017-02-01,1.5
District of Columbia,2017-03-01,1.4
District of Columbia,2017-04-01,1.5
District of Columbia,2017-05-01,1.4
District of Columbia,2017-06-01,1.5
District of Columbia,2017-07-01,1.7
District of Columbia,2017-08-01,1.8
District of Columbia,2017-09-01,1.5
District of Columbia,2017-10-01,1.5
District of Columbia,2017-11-01,1.7
District of Columbia,2017-12-01,1.8
District of Columbia,2018-01-01,1.7
District of Columbia,2018-02-01,1.3
District of Columbia,2018-03-01,1.4
District of Columbia,2018-04-01,1.1
District of Columbia,2018-05-01,1.4
District of Columbia,2018-06-01,1.4
District of Columbia,2018-07-01,1.5
District of Columbia,2018-08-01,1.6
District of Columbia,2018-09-01,1.8
District of Columbia,2018-10-01,1.5
District of Columbia,2018-11-01,1.8
District of Columbia,2018-12-01,1.5
District of Columbia,2019-01-01,1.8
District of Columbia,2019-02-01,1.2
District of Columbia,2019-03-01,1.4
District of Columbia,2019-04-01,1.3
District of Columbia,2019-05-01,1.3
District of Columbia,2019-06-01,1.3
District of Columbia,2019-07-01,1.5
District of Columbia,2019-08-01,1.5
District of Columbia,2019-09-01,1.5
Florida,2010-01-01,4.4
Florida,2010-02-01,4.1
Florida,2010-03-01,3.8
Florida,2010-04-01,3.6
Florida,2010-05-01,3.8
Florida,2010-06-01,3.8
Florida,2010-07-01,4.0
Florida,2010-08-01,4.0
Florida,2010-09-01,3.9
Florida,2010-10-01,4.0
Florida,2010-11-01,3.8
Florida,2010-12-01,3.9
Florida,2011-01-01,3.9
Florida,2011-02-01,3.6
Florida,2011-03-01,3.3
Florida,2011-04-01,3.2
Florida,2011-05-01,3.3
Florida,2011-06-01,3.3
Florida,2011-07-01,3.5
Florida,2011-08-01,3.7
Florida,2011-09-01,3.5
Florida,2011-10-01,3.6
Florida,2011-11-01,3.5
Florida,2011-12-01,3.6
Florida,2012-01-01,3.8
Florida,2012-02-01,3.4
Florida,2012-03-01,3.3
Florida,2012-04-01,3.1
Florida,2012-05-01,3.2
Florida,2012-06-01,3.2
Florida,2012-07-01,3.3
Florida,2012-08-01,3.4
Florida,2012-09-01,3.4
Florida,2012-10-01,3.5
Florida,2012-11-01,3.4
Florida,2012-12-01,3.6
Florida,2013-01-01,3.5
Florida,2013-02-01,3.2
Florida,2013-03-01,3.1
Florida,2013-04-01,2.8
Florida,2013-05-01,2.8
Florida,2013-06-01,2.8
Florida,2013-07-01,2.8
Florida,2013-08-01,2.9
Florida,2013-09-01,2.5
Florida,2013-10-01,2.8
Florida,2013-11-01,2.6
Florida,2013-12-01,3.0
Florida,2014-01-01,3.0
Florida,2014-02-01,2.4
Florida,2014-03-01,2.5
Florida,2014-04-01,2.1
Florida,2014-05-01,2.4
Florida,2014-06-01,2.1
Florida,2014-07-01,2.5
Florida,2014-08-01,2.7
Florida,2014-09-01,2.4
Florida,2014-10-01,2.5
Florida,2014-11-01,2.5
Florida,2014-12-01,2.7
Florida,2015-01-01,2.8
Florida,2015-02-01,2.3
Florida,2015-03-01,2.1
Florida,2015-04-01,2.0
Florida,2015-05-01,2.1
Florida,2015-06-01,2.0
Florida,2015-07-01,2.2
Florida,2015-08-01,2.5
Florida,2015-09-01,2.3
Florida,2015-10-01,2.4
Florida,2015-11-01,2.3
Florida,2015-12-01,2.5
Florida,2016-01-01,2.7
Florida,2016-02-01,2.2
Florida,2016-03-01,2.0
Florida,2016-04-01,1.8
Florida,2016-05-01,2.0
Florida,2016-06-01,2.0
Florida,2016-07-01,2.2
Florida,2016-08-01,2.2
Florida,2016-09-01,2.2
Florida,2016-10-01,2.2
Florida,2016-11-01,2.0
Florida,2016-12-01,2.1
Florida,2017-01-01,2.3
Florida,2017-02-01,2.1
Florida,2017-03-01,1.9
Florida,2017-04-01,1.8
Florida,2017-05-01,1.9
Florida,2017-06-01,1.9
Florida,2017-07-01,2.1
Florida,2017-08-01,2.2
Florida,2017-09-01,2.0
Florida,2017-10-01,1.4
Florida,2017-11-01,1.0
Florida,2017-12-01,1.1
Florida,2018-01-01,1.4
Florida,2018-02-01,1.4
Florida,2018-03-01,1.4
Florida,2018-04-01,1.5
Florida,2018-05-01,1.6
Florida,2018-06-01,1.5
Florida,2018-07-01,1.7
Florida,2018-08-01,1.9
Florida,2018-09-01,1.9
Florida,2018-10-01,1.9
Florida,2018-11-01,1.9
Florida,2018-12-01,2.0
Florida,2019-01-01,2.2
Florida,2019-02-01,1.9
Florida,2019-03-01,1.7
Florida,2019-04-01,1.6
Florida,2019-05-01,1.8
Florida,2019-06-01,1.6
Florida,2019-07-01,1.9
Florida,2019-08-01,2.1
Florida,2019-09-01,2.1
Georgia,2010-01-01,5.4
Georgia,2010-02-01,5.1
Georgia,2010-03-01,4.6
Georgia,2010-04-01,4.6
Georgia,2010-05-01,4.7
Georgia,2010-06-01,4.9
Georgia,2010-07-01,5.2
Georgia,2010-08-01,5.1
Georgia,2010-09-01,5.1
Georgia,2010-10-01,5.2
Georgia,2010-11-01,5.0
Georgia,2010-12-01,5.2
Georgia,2011-01-01,5.2
Georgia,2011-02-01,4.9
Georgia,2011-03-01,4.3
Georgia,2011-04-01,4.2
Georgia,2011-05-01,4.4
Georgia,2011-06-01,4.3
Georgia,2011-07-01,4.7
Georgia,2011-08-01,4.8
Georgia,2011-09-01,4.7
Georgia,2011-10-01,4.8
Georgia,2011-11-01,4.7
Georgia,2011-12-01,4.9
Georgia,2012-01-01,5.1
Georgia,2012-02-01,4.6
Georgia,2012-03-01,4.3
Georgia,2012-04-01,4.1
Georgia,2012-05-01,4.3
Georgia,2012-06-01,4.3
Georgia,2012-07-01,4.5
Georgia,2012-08-01,4.5
Georgia,2012-09-01,4.6
Georgia,2012-10-01,4.7
Georgia,2012-11-01,4.5
Georgia,2012-12-01,4.7
Georgia,2013-01-01,4.8
Georgia,2013-02-01,4.4
Georgia,2013-03-01,4.2
Georgia,2013-04-01,3.8
Georgia,2013-05-01,3.6
Georgia,2013-06-01,3.6
Georgia,2013-07-01,3.7
Georgia,2013-08-01,3.8
Georgia,2013-09-01,3.4
Georgia,2013-10-01,3.8
Georgia,2013-11-01,3.5
Georgia,2013-12-01,3.8
Georgia,2014-01-01,4.0
Georgia,2014-02-01,3.3
Georgia,2014-03-01,3.2
Georgia,2014-04-01,2.9
Georgia,2014-05-01,3.1
Georgia,2014-06-01,2.8
Georgia,2014-07-01,3.2
Georgia,2014-08-01,3.4
Georgia,2014-09-01,3.0
Georgia,2014-10-01,3.2
Georgia,2014-11-01,3.1
Georgia,2014-12-01,3.5
Georgia,2015-01-01,3.5
Georgia,2015-02-01,2.9
Georgia,2015-03-01,2.7
Georgia,2015-04-01,2.6
Georgia,2015-05-01,2.8
Georgia,2015-06-01,2.7
Georgia,2015-07-01,2.8
Georgia,2015-08-01,3.1
Georgia,2015-09-01,3.0
Georgia,2015-10-01,3.1
Georgia,2015-11-01,3.0
Georgia,2015-12-01,3.3
Georgia,2016-01-01,3.5
Georgia,2016-02-01,2.9
Georgia,2016-03-01,2.6
Georgia,2016-04-01,2.4
Georgia,2016-05-01,2.6
Georgia,2016-06-01,2.6
Georgia,2016-07-01,2.8
Georgia,2016-08-01,3.0
Georgia,2016-09-01,2.8
Georgia,2016-10-01,2.9
Georgia,2016-11-01,2.9
Georgia,2016-12-01,2.9
Georgia,2017-01-01,3.1
Georgia,2017-02-01,2.8
Georgia,2017-03-01,2.6
Georgia,2017-04-01,2.4
Georgia,2017-05-01,2.5
Georgia,2017-06-01,2.5
Georgia,2017-07-01,2.5
Georgia,2017-08-01,2.8
Georgia,2017-09-01,2.4
Georgia,2017-10-01,2.3
Georgia,2017-11-01,2.3
Georgia,2017-12-01,2.4
Georgia,2018-01-01,2.9
Georgia,2018-02-01,2.6
Georgia,2018-03-01,2.5
Georgia,2018-04-01,2.2
Georgia,2018-05-01,2.4
Georgia,2018-06-01,2.4
Georgia,2018-07-01,2.6
Georgia,2018-08-01,2.7
Georgia,2018-09-01,2.7
Georgia,2018-10-01,2.7
Georgia,2018-11-01,2.6
Georgia,2018-12-01,2.7
Georgia,2019-01-01,2.9
Georgia,2019-02-01,2.5
Georgia,2019-03-01,2.3
Georgia,2019-04-01,2.1
Georgia,2019-05-01,2.4
Georgia,2019-06-01,2.3
Georgia,2019-07-01,2.6
Georgia,2019-08-01,2.7
Georgia,2019-09-01,2.5
Hawaii,2010-01-01,2.8
Hawaii,2010-02-01,2.5
Hawaii,2010-03-01,2.3
Hawaii,2010-04-01,2.4
Hawaii,2010-05-01,2.5
Hawaii,2010-06-01,2.5
Hawaii,2010-07-01,2.4
Hawaii,2010-08-01,2.3
Hawaii,2010-09-01,2.3
Hawaii,2010-10-01,2.4
Hawaii,2010-11-01,2.2
Hawaii,2010-12-01,2.3
Hawaii,2011-01-01,2.4
Hawaii,2011-02-01,2.3
Hawaii,2011-03-01,2.1
Hawaii,2011-04-01,1.9
Hawaii,2011-05-01,1.8
Hawaii,2011-06-01,1.9
Hawaii,2011-07-01,1.9
Hawaii,2011-08-01,2.1
Hawaii,2011-09-01,1.9
Hawaii,2011-10-01,1.9
Hawaii,2011-11-01,1.7
Hawaii,2011-12-01,2.2
Hawaii,2012-01-01,2.4
Hawaii,2012-02-01,2.1
Hawaii,2012-03-01,2.0
Hawaii,2012-04-01,1.8
Hawaii,2012-05-01,1.9
Hawaii,2012-06-01,2.1
Hawaii,2012-07-01,2.2
Hawaii,2012-08-01,1.9
Hawaii,2012-09-01,1.8
Hawaii,2012-10-01,1.9
Hawaii,2012-11-01,1.8
Hawaii,2012-12-01,2.1
Hawaii,2013-01-01,2.1
Hawaii,2013-02-01,1.9
Hawaii,2013-03-01,1.9
Hawaii,2013-04-01,1.6
Hawaii,2013-05-01,1.5
Hawaii,2013-06-01,1.6
Hawaii,2013-07-01,1.6
Hawaii,2013-08-01,1.6
Hawaii,2013-09-01,1.3
Hawaii,2013-10-01,1.6
Hawaii,2013-11-01,1.5
Hawaii,2013-12-01,1.5
Hawaii,2014-01-01,1.6
Hawaii,2014-02-01,1.4
Hawaii,2014-03-01,1.5
Hawaii,2014-04-01,1.2
Hawaii,2014-05-01,1.4
Hawaii,2014-06-01,1.1
Hawaii,2014-07-01,1.3
Hawaii,2014-08-01,1.4
Hawaii,2014-09-01,1.3
Hawaii,2014-10-01,1.3
Hawaii,2014-11-01,1.2
Hawaii,2014-12-01,1.4
Hawaii,2015-01-01,1.3
Hawaii,2015-02-01,1.1
Hawaii,2015-03-01,1.1
Hawaii,2015-04-01,1.2
Hawaii,2015-05-01,1.1
Hawaii,2015-06-01,1.2
Hawaii,2015-07-01,1.1
Hawaii,2015-08-01,1.3
Hawaii,2015-09-01,1.3
Hawaii,2015-10-01,1.2
Hawaii,2015-11-01,1.2
Hawaii,2015-12-01,1.2
Hawaii,2016-01-01,1.4
Hawaii,2016-02-01,1.1
Hawaii,2016-03-01,1.0
Hawaii,2016-04-01,0.9
Hawaii,2016-05-01,1.0
Hawaii,2016-06-01,1.1
Hawaii,2016-07-01,1.1
Hawaii,2016-08-01,1.3
Hawaii,2016-09-01,1.2
Hawaii,2016-10-01,1.1
Hawaii,2016-11-01,1.0
Hawaii,2016-12-01,1.1
Hawaii,2017-01-01,1.2
Hawaii,2017-02-01,1.2
Hawaii,2017-03-01,1.1
Hawaii,2017-04-01,1.1
Hawaii,2017-05-01,1.2
Hawaii,2017-06-01,1.0
Hawaii,2017-07-01,1.1
Hawaii,2017-08-01,1.1
Hawaii,2017-09-01,1.0
Hawaii,2017-10-01,1.0
Hawaii,2017-11-01,1.2
Hawaii,2017-12-01,1.1
Hawaii,2018-01-01,1.1
Hawaii,2018-02-01,1.0
Hawaii,2018-03-01,0.9
Hawaii,2018-04-01,0.8
Hawaii,2018-05-01,0.8
Hawaii,2018-06-01,0.8
Hawaii,2018-07-01,0.8
Hawaii,2018-08-01,0.9
Hawaii,2018-09-01,0.9
Hawaii,2018-10-01,1.0
Hawaii,2018-11-01,1.0
Hawaii,2018-12-01,0.9
Hawaii,2019-01-01,1.2
Hawaii,2019-02-01,1.0
Hawaii,2019-03-01,0.9
Hawaii,2019-04-01,0.8
Hawaii,2019-05-01,0.8
Hawaii,2019-06-01,0.8
Hawaii,2019-07-01,1.0
Hawaii,2019-08-01,1.0
Hawaii,2019-09-01,1.0
Idaho,2010-01-01,3.7
Idaho,2010-02-01,3.4
Idaho,2010-03-01,3.4
Idaho,2010-04-01,3.0
Idaho,2010-05-01,3.2
Idaho,2010-06-01,3.4
Idaho,2010-07-01,3.6
Idaho,2010-08-01,3.4
Idaho,2010-09-01,3.3
Idaho,2010-10-01,3.2
Idaho,2010-11-01,3.1
Idaho,2010-12-01,3.3
Idaho,2011-01-01,3.2
Idaho,2011-02-01,3.0
Idaho,2011-03-01,2.7
Idaho,2011-04-01,2.6
Idaho,2011-05-01,2.8
Idaho,2011-06-01,2.9
Idaho,2011-07-01,2.8
Idaho,2011-08-01,3.0
Idaho,2011-09-01,2.9
Idaho,2011-10-01,3.1
Idaho,2011-11-01,2.8
Idaho,2011-12-01,3.0
Idaho,2012-01-01,3.3
Idaho,2012-02-01,2.7
Idaho,2012-03-01,2.4
Idaho,2012-04-01,2.7
Idaho,2012-05-01,2.7
Idaho,2012-06-01,2.8
Idaho,2012-07-01,2.9
Idaho,2012-08-01,2.8
Idaho,2012-09-01,2.9
Idaho,2012-10-01,2.8
Idaho,2012-11-01,2.5
Idaho,2012-12-01,2.6
Idaho,2013-01-01,2.7
Idaho,2013-02-01,2.3
Idaho,2013-03-01,2.3
Idaho,2013-04-01,2.2
Idaho,2013-05-01,2.3
Idaho,2013-06-01,2.2
Idaho,2013-07-01,2.2
Idaho,2013-08-01,2.4
Idaho,2013-09-01,2.1
Idaho,2013-10-01,2.2
Idaho,2013-11-01,2.0
Idaho,2013-12-01,2.2
Idaho,2014-01-01,2.2
Idaho,2014-02-01,1.8
Idaho,2014-03-01,1.9
Idaho,2014-04-01,1.7
Idaho,2014-05-01,1.8
Idaho,2014-06-01,1.6
Idaho,2014-07-01,1.8
Idaho,2014-08-01,2.0
Idaho,2014-09-01,1.9
Idaho,2014-10-01,1.9
Idaho,2014-11-01,1.9
Idaho,2014-12-01,2.0
Idaho,2015-01-01,2.2
Idaho,2015-02-01,1.6
Idaho,2015-03-01,1.6
Idaho,2015-04-01,1.6
Idaho,2015-05-01,1.6
Idaho,2015-06-01,1.6
Idaho,2015-07-01,1.5
Idaho,2015-08-01,1.7
Idaho,2015-09-01,1.6
Idaho,2015-10-01,1.7
Idaho,2015-11-01,1.8
Idaho,2015-12-01,1.9
Idaho,2016-01-01,2.2
Idaho,2016-02-01,1.8
Idaho,2016-03-01,1.6
Idaho,2016-04-01,1.6
Idaho,2016-05-01,1.7
Idaho,2016-06-01,1.7
Idaho,2016-07-01,2.1
Idaho,2016-08-01,1.9
Idaho,2016-09-01,1.7
Idaho,2016-10-01,1.7
Idaho,2016-11-01,1.7
Idaho,2016-12-01,1.8
Idaho,2017-01-01,1.9
Idaho,2017-02-01,1.8
Idaho,2017-03-01,1.8
Idaho,2017-04-01,1.7
Idaho,2017-05-01,1.6
Idaho,2017-06-01,1.6
Idaho,2017-07-01,1.6
Idaho,2017-08-01,1.9
Idaho,2017-09-01,1.8
Idaho,2017-10-01,1.7
Idaho,2017-11-01,1.8
Idaho,2017-12-01,1.8
Idaho,2018-01-01,1.9
Idaho,2018-02-01,1.5
Idaho,2018-03-01,1.7
Idaho,2018-04-01,1.3
Idaho,2018-05-01,1.6
Idaho,2018-06-01,1.3
Idaho,2018-07-01,1.6
Idaho,2018-08-01,1.7
Idaho,2018-09-01,1.2
Idaho,2018-10-01,1.7
Idaho,2018-11-01,1.3
Idaho,2018-12-01,1.7
Idaho,2019-01-01,1.8
Idaho,2019-02-01,1.2
Idaho,2019-03-01,1.1
Idaho,2019-04-01,0.9
Idaho,2019-05-01,1.5
Idaho,2019-06-01,1.6
Idaho,2019-07-01,1.7
Idaho,2019-08-01,1.3
Idaho,2019-09-01,1.2
Illinois,2010-01-01,3.7
Illinois,2010-02-01,3.6
Illinois,2010-03-01,3.1
Illinois,2010-04-01,3.0
Illinois,2010-05-01,3.1
Illinois,2010-06-01,3.3
Illinois,2010-07-01,3.4
Illinois,2010-08-01,3.4
Illinois,2010-09-01,3.4
Illinois,2010-10-01,3.3
Illinois,2010-11-01,3.3
Illinois,2010-12-01,3.4
Illinois,2011-01-01,3.5
Illinois,2011-02-01,3.3
Illinois,2011-03-01,2.9
Illinois,2011-04-01,2.8
Illinois,2011-05-01,3.0
Illinois,2011-06-01,3.1
Illinois,2011-07-01,3.2
Illinois,2011-08-01,3.3
Illinois,2011-09-01,3.2
Illinois,2011-10-01,3.3
Illinois,2011-11-01,3.2
Illinois,2011-12-01,3.3
Illinois,2012-01-01,3.5
Illinois,2012-02-01,3.1
Illinois,2012-03-01,2.8
Illinois,2012-04-01,2.7
Illinois,2012-05-01,2.9
Illinois,2012-06-01,2.9
Illinois,2012-07-01,3.1
Illinois,2012-08-01,3.1
Illinois,2012-09-01,3.2
Illinois,2012-10-01,3.2
Illinois,2012-11-01,3.0
Illinois,2012-12-01,3.2
Illinois,2013-01-01,3.2
Illinois,2013-02-01,2.8
Illinois,2013-03-01,2.6
Illinois,2013-04-01,2.5
Illinois,2013-05-01,2.5
Illinois,2013-06-01,2.5
Illinois,2013-07-01,2.6
Illinois,2013-08-01,2.6
Illinois,2013-09-01,2.4
Illinois,2013-10-01,2.6
Illinois,2013-11-01,2.4
Illinois,2013-12-01,2.6
Illinois,2014-01-01,2.6
Illinois,2014-02-01,2.1
Illinois,2014-03-01,2.1
Illinois,2014-04-01,1.9
Illinois,2014-05-01,2.2
Illinois,2014-06-01,2.0
Illinois,2014-07-01,2.3
Illinois,2014-08-01,2.4
Illinois,2014-09-01,2.2
Illinois,2014-10-01,2.3
Illinois,2014-11-01,2.2
Illinois,2014-12-01,2.3
Illinois,2015-01-01,2.4
Illinois,2015-02-01,2.0
Illinois,2015-03-01,1.8
Illinois,2015-04-01,1.8
Illinois,2015-05-01,1.9
Illinois,2015-06-01,1.8
Illinois,2015-07-01,2.0
Illinois,2015-08-01,2.1
Illinois,2015-09-01,2.2
Illinois,2015-10-01,2.2
Illinois,2015-11-01,2.0
Illinois,2015-12-01,2.2
Illinois,2016-01-01,2.3
Illinois,2016-02-01,2.0
Illinois,2016-03-01,1.8
Illinois,2016-04-01,1.7
Illinois,2016-05-01,1.8
Illinois,2016-06-01,1.8
Illinois,2016-07-01,2.0
Illinois,2016-08-01,2.0
Illinois,2016-09-01,2.1
Illinois,2016-10-01,2.1
Illinois,2016-11-01,2.0
Illinois,2016-12-01,2.1
Illinois,2017-01-01,2.2
Illinois,2017-02-01,1.9
Illinois,2017-03-01,1.8
Illinois,2017-04-01,1.7
Illinois,2017-05-01,1.9
Illinois,2017-06-01,1.8
Illinois,2017-07-01,2.0
Illinois,2017-08-01,2.1
Illinois,2017-09-01,2.0
Illinois,2017-10-01,2.0
Illinois,2017-11-01,2.0
Illinois,2017-12-01,2.0
Illinois,2018-01-01,2.2
Illinois,2018-02-01,2.0
Illinois,2018-03-01,1.8
Illinois,2018-04-01,1.7
Illinois,2018-05-01,1.7
Illinois,2018-06-01,1.8
Illinois,2018-07-01,1.9
Illinois,2018-08-01,2.1
Illinois,2018-09-01,2.0
Illinois,2018-10-01,2.0
Illinois,2018-11-01,1.9
Illinois,2018-12-01,2.0
Illinois,2019-01-01,2.2
Illinois,2019-02-01,1.9
Illinois,2019-03-01,1.7
Illinois,2019-04-01,1.6
Illinois,2019-05-01,1.7
Illinois,2019-06-01,1.6
Illinois,2019-07-01,2.0
Illinois,2019-08-01,2.0
Illinois,2019-09-01,1.9
Indiana,2010-01-01,4.6
Indiana,2010-02-01,4.2
Indiana,2010-03-01,3.6
Indiana,2010-04-01,3.6
Indiana,2010-05-01,3.8
Indiana,2010-06-01,3.9
Indiana,2010-07-01,4.2
Indiana,2010-08-01,4.2
Indiana,2010-09-01,4.0
Indiana,2010-10-01,4.0
Indiana,2010-11-01,3.9
Indiana,2010-12-01,4.2
Indiana,2011-01-01,4.2
Indiana,2011-02-01,3.8
Indiana,2011-03-01,3.2
Indiana,2011-04-01,3.1
Indiana,2011-05-01,3.6
Indiana,2011-06-01,3.6
Indiana,2011-07-01,3.8
Indiana,2011-08-01,3.9
Indiana,2011-09-01,3.8
Indiana,2011-10-01,3.7
Indiana,2011-11-01,3.7
Indiana,2011-12-01,4.0
Indiana,2012-01-01,4.2
Indiana,2012-02-01,3.8
Indiana,2012-03-01,3.2
Indiana,2012-04-01,3.2
Indiana,2012-05-01,3.6
Indiana,2012-06-01,3.6
Indiana,2012-07-01,3.8
Indiana,2012-08-01,3.7
Indiana,2012-09-01,3.9
Indiana,2012-10-01,4.0
Indiana,2012-11-01,3.7
Indiana,2012-12-01,3.9
Indiana,2013-01-01,4.0
Indiana,2013-02-01,3.5
Indiana,2013-03-01,3.2
Indiana,2013-04-01,3.0
Indiana,2013-05-01,3.1
Indiana,2013-06-01,3.2
Indiana,2013-07-01,3.2
Indiana,2013-08-01,3.3
Indiana,2013-09-01,3.1
Indiana,2013-10-01,3.4
Indiana,2013-11-01,3.0
Indiana,2013-12-01,3.4
Indiana,2014-01-01,3.3
Indiana,2014-02-01,2.7
Indiana,2014-03-01,2.7
Indiana,2014-04-01,2.5
Indiana,2014-05-01,2.8
Indiana,2014-06-01,2.6
Indiana,2014-07-01,3.0
Indiana,2014-08-01,3.1
Indiana,2014-09-01,2.9
Indiana,2014-10-01,3.0
Indiana,2014-11-01,2.9
Indiana,2014-12-01,3.1
Indiana,2015-01-01,3.0
Indiana,2015-02-01,2.4
Indiana,2015-03-01,2.2
Indiana,2015-04-01,2.2
Indiana,2015-05-01,2.4
Indiana,2015-06-01,2.4
Indiana,2015-07-01,2.6
Indiana,2015-08-01,2.8
Indiana,2015-09-01,2.6
Indiana,2015-10-01,2.8
Indiana,2015-11-01,2.6
Indiana,2015-12-01,2.8
Indiana,2016-01-01,3.0
Indiana,2016-02-01,2.5
Indiana,2016-03-01,2.1
Indiana,2016-04-01,2.1
Indiana,2016-05-01,2.3
Indiana,2016-06-01,2.3
Indiana,2016-07-01,2.5
Indiana,2016-08-01,2.7
Indiana,2016-09-01,2.5
Indiana,2016-10-01,2.7
Indiana,2016-11-01,2.5
Indiana,2016-12-01,2.7
Indiana,2017-01-01,2.8
Indiana,2017-02-01,2.4
Indiana,2017-03-01,2.1
Indiana,2017-04-01,2.2
Indiana,2017-05-01,2.3
Indiana,2017-06-01,2.2
Indiana,2017-07-01,2.4
Indiana,2017-08-01,2.4
Indiana,2017-09-01,2.4
Indiana,2017-10-01,2.6
Indiana,2017-11-01,2.4
Indiana,2017-12-01,2.5
Indiana,2018-01-01,2.7
